pl_name,hostname,pl_masse,pl_rade,pl_orbper,pl_eqt,st_teff,discoverymethod,disc_year
K2-227 b,K2-227,,1.66551298,13.621832,,5673.0,Transit,2018.0
Kepler-211 c,Kepler-211,,1.29,6.04045,,5123.0,Transit,2014.0
Kepler-661 b,Kepler-661,,3.07,6.029301321,,4483.0,Transit,2016.0
Kepler-1474 b,Kepler-1474,,2.16,36.4333452,,5870.0,Transit,2016.0
Kepler-716 c,Kepler-716,,1.39281536,3.96999,,5012.0,Transit,2020.0
Kepler-192 b,Kepler-192,,2.74,9.926746,,5479.0,Transit,2014.0
Kepler-42 b,Kepler-42,,0.78,1.2137672,519.0,3068.0,Transit,2011.0
Kepler-323 b,Kepler-323,3.9,1.381,1.678328,1838.0,6004.0,Transit,2014.0
HD 74698 c,HD 74698,,,3449.0,,5783.0,Radial Velocity,2023.0
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,29.87587026,,,,,Microlensing,2023.0
Kepler-1626 b,Kepler-1626,,2.02,4.13962966,,6826.0,Transit,2016.0
K2-416 b,K2-416,1652.7077164,2.66,13.102,447.0,3746.0,Transit,2023.0
Kepler-1990 b,Kepler-1990,,3.27,1.73513619,1554.0,5751.0,Transit,2023.0
Kepler-156 b,Kepler-156,,2.3,4.973456,,5094.0,Transit,2014.0
HD 136118 b,HD 136118,4164.18778851,,1187.59765,,,Radial Velocity,2022.0
Kepler-417 c,Kepler-417,,,15.943,,,Transit Timing Variations,2014.0
Kepler-1522 b,Kepler-1522,,1.73,1.847889171,,5706.0,Transit,2016.0
Kepler-633 b,Kepler-633,,1.63,8.50340718,,5899.0,Transit,2016.0
gam Lib b,gam Lib,,,414.88,,4879.0,Radial Velocity,2018.0
HD 170469 b,HD 170469,,,1145.0,,5842.0,Radial Velocity,2007.0
Kepler-742 b,Kepler-742,,3.24,8.360868238,,4642.0,Transit,2016.0
Kepler-635 b,Kepler-635,,2.64,23.44971004,,6174.0,Transit,2016.0
Kepler-771 b,Kepler-771,,1.82,8.73485836,,5906.0,Transit,2016.0
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,3.54,,,,,Microlensing,2023.0
Kepler-826 b,Kepler-826,,1.25,4.48758907,,6079.0,Transit,2016.0
Kepler-282 d,Kepler-282,61.0,2.46,24.806,,,Transit,2013.0
K2-11 b,K2-11,,7.55,39.93767,734.0,5433.0,Transit,2015.0
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1090.15143601,,,,,Microlensing,2022.0
Kepler-1487 c,Kepler-1487,,7.97,35.8007112,991.0,5745.0,Transit,2023.0
Kepler-1951 b,Kepler-1951,,2.32107188,20.65780067,,5468.0,Transit,2021.0
Kepler-792 b,Kepler-792,,1.96,11.30119217,,5971.0,Transit,2016.0
Kepler-55 c,Kepler-55,,2.21,42.1516418,,4362.0,Transit,2012.0
Kepler-1536 b,Kepler-1536,,3.14,364.758031,,4434.0,Transit,2016.0
Kepler-538 b,Kepler-538,12.9,2.215,81.73778,417.0,5534.0,Transit,2016.0
K2-242 b,K2-242,,2.54,6.51389,416.0,3459.0,Transit,2018.0
Kepler-1276 b,Kepler-1276,,1.19,12.5720095,,6188.0,Transit,2016.0
Kepler-274 c,Kepler-274,,1.84,33.197861,,6023.0,Transit,2014.0
Kepler-1248 b,Kepler-1248,,1.18,7.46725407,,6149.0,Transit,2016.0
K2-398 b,K2-398,,2.274,6.393025,,5946.0,Transit,2022.0
Kepler-1766 b,Kepler-1766,,2.27904508,105.0149994,,5868.0,Transit,2021.0
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,13.98444991,,,,,Microlensing,2025.0
Kepler-282 b,Kepler-282,,1.01,9.220524,,5602.0,Transit,2014.0
Kepler-186 d,Kepler-186,,1.4,13.342996,,3788.0,Transit,2014.0
K2-221 b,K2-221,,1.67890272,2.399094,,5716.0,Transit,2018.0
Kepler-169 b,Kepler-169,,1.13,3.250619,,4997.0,Transit,2014.0
HD 45350 b,HD 45350,,,963.6,,5566.0,Radial Velocity,2004.0
Kepler-290 b,Kepler-290,,2.25,14.589347,,5147.0,Transit,2014.0
Kepler-1197 b,Kepler-1197,,1.25,2.03231845,,4708.0,Transit,2016.0
Kepler-81 c,Kepler-81,,2.37,12.04,,,Transit,2012.0
HD 64121 b,HD 64121,,,623.0,,5078.0,Radial Velocity,2022.0
Kepler-567 b,Kepler-567,,2.25,16.54297375,,5148.0,Transit,2016.0
CoRoT-9 b,CoRoT-9,266.9772,11.948794,95.272656,420.0,5625.0,Transit,2009.0
Kepler-805 b,Kepler-805,,2.89,30.8638931,,6112.0,Transit,2016.0
Kepler-652 b,Kepler-652,,2.49,4.182002531,,5490.0,Transit,2016.0
Kepler-338 c,Kepler-338,,2.34,24.310856,,5923.0,Transit,2014.0
Kepler-647 b,Kepler-647,,1.17,16.2254649,,6020.0,Transit,2016.0
Kepler-1727 b,Kepler-1727,,3.17321625,9.029299736,,5349.0,Transit,2021.0
K2-6 b,K2-6,,2.5,30.94191,615.0,5850.0,Transit,2015.0
Kepler-1247 b,Kepler-1247,,2.33,13.71220213,,5303.0,Transit,2016.0
HIP 67537 b,HIP 67537,4309.11754211,,2523.64713,,,Radial Velocity,2017.0
Kepler-47 d,Kepler-47,19.02,7.04,187.366,,,Transit,2019.0
Kepler-941 b,Kepler-941,,3.08,17.42395198,,5539.0,Transit,2016.0
Kepler-110 b,Kepler-110,,1.83,12.691112,,5960.0,Transit,2014.0
HD 73534 b,HD 73534,,,1750.0,,4917.0,Radial Velocity,2008.0
HD 1605 b,HD 1605,,,577.2,,4915.0,Radial Velocity,2015.0
Kepler-484 b,Kepler-484,,2.28,10.045569313,,5668.0,Transit,2016.0
Kepler-610 b,Kepler-610,,4.19,6.996926554,,5943.0,Transit,2016.0
K2-198 b,K2-198,,4.189,17.0428683,715.8,5212.9,Transit,2018.0
WISPIT 1 b,WISPIT 1,3305.4154328,,,,4670.0,Imaging,2025.0
Kepler-1810 b,Kepler-1810,,3.91815325,101.1330032,,5492.0,Transit,2021.0
Kepler-1135 b,Kepler-1135,,1.85,76.957857,,5656.0,Transit,2016.0
Kepler-108 c,Kepler-108,,8.18,190.323494,,5854.0,Transit,2014.0
Kepler-993 b,Kepler-993,,2.97,22.08557563,,3843.0,Transit,2016.0
Kepler-606 b,Kepler-606,,3.31,24.31575992,,6161.0,Transit,2016.0
Kepler-164 d,Kepler-164,,2.45,28.986769,,5888.0,Transit,2014.0
Kepler-1259 b,Kepler-1259,,1.43,0.663085258,,5053.0,Transit,2016.0
Kepler-21 b,Kepler-21,7.5,1.639,2.7858212,2015.0,6305.0,Transit,2012.0
Kepler-558 b,Kepler-558,,2.37,29.00790538,,5242.0,Transit,2016.0
HIP 19976 b,HIP 19976,,,50.65905,,,Radial Velocity,2022.0
HD 20781 d,HD 20781,,,29.158,,5256.0,Radial Velocity,2019.0
Kepler-122 e,Kepler-122,,2.6,37.993273,,6050.0,Transit,2014.0
Kepler-365 b,Kepler-365,,2.04,10.664903,,6012.0,Transit,2014.0
Kepler-1896 b,Kepler-1896,,3.09935997,44.87020111,,6122.0,Transit,2021.0
HD 165131 b,HD 165131,5943.3912109,,2342.6,,5870.0,Radial Velocity,2023.0
Kepler-990 c,Kepler-990,,1.53,0.538354308,,5948.0,Transit,2016.0
Kepler-710 b,Kepler-710,,1.88,4.347285527,,5611.0,Transit,2016.0
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,7.59,,,,,Microlensing,2020.0
Kepler-1371 b,Kepler-1371,,0.73,3.4462039,,5361.0,Transit,2016.0
24 Sex b,24 Sex,,,452.8,,5098.0,Radial Velocity,2010.0
Kepler-301 c,Kepler-301,,1.35,5.419026,,5815.0,Transit,2014.0
Kepler-865 c,Kepler-865,,0.89,6.20920207,914.0,5440.0,Transit,2023.0
Kepler-427 b,Kepler-427,92.17,13.79,10.290994,1100.0,5800.0,Transit,2014.0
Kepler-1690 b,Kepler-1690,,2.81109223,234.636,,5404.0,Transit,2020.0
GJ 1289 b,GJ 1289,,,111.74,150.0,3296.0,Radial Velocity,2024.0
K2-187 e,K2-187,,1.9,13.606629,,5438.0,Transit,2018.0
HD 184010 b,HD 184010,,,286.6,,4971.0,Radial Velocity,2022.0
Kepler-1748 b,Kepler-1748,,2.71275017,5.823520184,,5774.0,Transit,2021.0
Kepler-1327 b,Kepler-1327,,1.8,14.88801098,,5885.0,Transit,2016.0
Kepler-214 c,Kepler-214,,2.13,28.7798,,6169.0,Transit,2014.0
KOI-4777.01,KOI-4777,99.2,0.51,0.412,1180.0,3515.0,Transit,2022.0
Kepler-322 b,Kepler-322,,1.01,1.653888,,5388.0,Transit,2014.0
TOI-1685 b,TOI-1685,3.07,1.421,0.66913923,1000.0,3470.0,Transit,2021.0
TOI-1749 b,TOI-1749,57.0,1.39,2.38839,831.0,3985.0,Transit,2021.0
KOI-94 c,KOI-94,15.6,4.32,10.423648,1012.0,6182.0,Transit,2013.0
TOI-1194 b,TOI-1194,120.0,8.71664516,2.3106446,1264.29,5394.0,Transit,2023.0
HATS-18 b,HATS-18,629.144485,14.896761,0.83784,2069.48,5600.0,Transit,2016.0
Kepler-804 b,Kepler-804,,1.94,14.37457351,,5817.0,Transit,2016.0
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,46.1,,,,,Microlensing,2012.0
Kepler-359 d,Kepler-359,,4.01,77.095691,,6248.0,Transit,2014.0
K2-210 b,K2-210,,0.86,0.57023,,5500.0,Transit,2018.0
Kepler-463 b,Kepler-463,,3.05,8.981016833,,5661.0,Transit,2016.0
Kepler-100 c,Kepler-100,7.05,2.2,12.8159,,5825.0,Transit,2014.0
Kepler-1294 b,Kepler-1294,,3.19,115.6862258,,5776.0,Transit,2016.0
Kepler-1783 b,Kepler-1783,,1.31946731,8.277440071,,5129.0,Transit,2021.0
Kepler-749 b,Kepler-749,,3.1,17.31716585,,5009.0,Transit,2016.0
Kepler-781 b,Kepler-781,,2.89,13.2140732,,5162.0,Transit,2016.0
Kepler-1749 b,Kepler-1749,,1.61301783,14.53409958,,3957.0,Transit,2021.0
K2-243 c,K2-243,,2.01,24.94598,801.0,6570.0,Transit,2018.0
HD 219828 c,HD 219828,5102.41724598,,4789.87297,,,Radial Velocity,2016.0
Kepler-1113 b,Kepler-1113,,2.81,42.3004954,,5931.0,Transit,2016.0
Kepler-87 b,Kepler-87,324.2,13.49,114.73635,478.0,5600.0,Transit,2013.0
Kepler-345 c,Kepler-345,,1.2,9.387427,,4504.0,Transit,2014.0
Kepler-1177 b,Kepler-1177,,1.9,106.247547,,5712.0,Transit,2016.0
Kepler-304 d,Kepler-304,,2.75,9.653471,,4731.0,Transit,2014.0
Kepler-330 c,Kepler-330,,1.95,15.955387,,5117.0,Transit,2014.0
Kepler-1348 b,Kepler-1348,,1.94,27.5722742,,5911.0,Transit,2016.0
Kepler-286 c,Kepler-286,,1.37,3.468095,,5580.0,Transit,2014.0
Kepler-129 d,Kepler-129,,,2646.0,,5770.0,Radial Velocity,2021.0
Kepler-364 c,Kepler-364,,2.15,59.980627,,6108.0,Transit,2014.0
HIP 114933 b,HIP 114933,,,1481.6,,4823.0,Radial Velocity,2021.0
HD 156411 b,HD 156411,,,842.2,,5900.0,Radial Velocity,2009.0
K2-190 b,K2-190,,1.35673729,10.098858,,5631.0,Transit,2018.0
Kepler-199 c,Kepler-199,,3.25,67.093408,,5644.0,Transit,2014.0
K2-224 b,K2-224,,1.56,4.47904,1002.0,5620.0,Transit,2018.0
EPIC 212624936 c,EPIC 212624936,,2.3,11.811437,,5765.0,Transit,2021.0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,4100.0,,,,,Microlensing,2014.0
Kepler-842 b,Kepler-842,,1.6,1.21956827,,4848.0,Transit,2016.0
Kepler-404 b,Kepler-404,,1.27,11.829851,,5654.0,Transit,2014.0
K2-18 c,K2-18,,,8.962,363.0,3457.0,Radial Velocity,2017.0
HD 63935 c,HD 63935,11.1,3.06451296,21.4027,619.59,5513.0,Radial Velocity,2021.0
TOI-1670 b,TOI-1670,41.31769291,2.06,10.98462,1062.0,6170.0,Transit,2022.0
Kepler-1414 b,Kepler-1414,,1.23,3.51576315,,4951.0,Transit,2016.0
Kepler-171 c,Kepler-171,,2.56,11.463462,,5642.0,Transit,2014.0
Kepler-1001 c,Kepler-1001,,1.57799279,9.18186,,5376.0,Transit,2020.0
Kepler-176 e,Kepler-176,,1.45,51.16579,,5295.0,Transit,2016.0
TOI-2969 b,TOI-2969,368.68095212,12.32987877,1.8237146,1186.0,4738.0,Transit,2025.0
HD 126614 b,HD 126614,107.74382997,,1257.25303,,,Radial Velocity,2009.0
ome Ser b,ome Ser,,,278.59,,4724.0,Radial Velocity,2013.0
Kepler-1879 b,Kepler-1879,,2.06512018,10.61340046,,5865.0,Transit,2021.0
Kepler-414 b,Kepler-414,3.5,1.71,4.7,,,Transit Timing Variations,2014.0
Kepler-590 b,Kepler-590,,4.02,5.85296257,,6000.0,Transit,2016.0
K2-95 b,K2-95,,3.31,10.1346454,474.0,3566.0,Transit,2016.0
OGLE-TR-132 b,OGLE-TR-132,375.02,13.45,1.689868,2013.0,6210.0,Transit,2004.0
TOI-201 c,TOI-201,4513.1633794,11.13051784,2800.0,,,Transit Timing Variations,2025.0
TOI-5261 b,TOI-5261,3651.84839643,11.60129502,4.1509768,1244.0,5790.0,Transit,2025.0
K2-275 c,K2-275,,2.21,8.4388385,653.0,4841.0,Transit,2018.0
HATS-23 b,HATS-23,467.2101,20.84874,2.1605156,1654.0,5780.0,Transit,2017.0
HD 2039 b,HD 2039,,,1120.0,,5945.0,Radial Velocity,2002.0
Kepler-1542 e,Kepler-1542,,0.76,5.10115756,,5564.0,Transit,2016.0
BD+20 2457 c,BD+20 2457,,,621.99,,4137.0,Radial Velocity,2009.0
K2-59 b,K2-59,,2.41,20.6921,,5055.0,Transit,2016.0
HD 220689 b,HD 220689,,,2266.4,,5921.0,Radial Velocity,2012.0
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,14.93793513,,,,,Microlensing,2024.0
Kepler-22 b,Kepler-22,9.1,2.1,289.863876,279.0,5596.0,Transit,2011.0
Kepler-107 c,Kepler-107,10.0,1.597,4.901452,1378.0,5854.0,Transit,2014.0
Kepler-969 b,Kepler-969,,2.07,34.1731714,,5214.0,Transit,2016.0
Kepler-1443 b,Kepler-1443,,0.97,2.41811321,,6289.0,Transit,2016.0
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,181.16219199,,,,,Microlensing,2022.0
K2-395 c,K2-395,,3.395,8.491282,,5007.0,Transit,2022.0
K2-280 b,K2-280,37.1,7.5,19.89526,787.0,5500.0,Transit,2018.0
K2-152 b,K2-152,,2.29,32.6479,337.0,4044.0,Transit,2018.0
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,73.10053361,,,,,Microlensing,2022.0
Kepler-283 b,Kepler-283,,2.13,11.008151,,4351.0,Transit,2014.0
Kepler-1093 c,Kepler-1093,,1.96,89.722292,,6166.0,Transit,2016.0
Kepler-1941 b,Kepler-1941,,2.64976949,31.33510017,,6404.0,Transit,2021.0
Kepler-1888 b,Kepler-1888,,1.32578716,11.39169979,,5557.0,Transit,2021.0
Kepler-1315 b,Kepler-1315,,1.38,0.84338011,,4861.0,Transit,2016.0
HD 27631 b,HD 27631,,,2198.14,,5737.0,Radial Velocity,2012.0
Kepler-1330 b,Kepler-1330,,1.65,10.10769068,,5608.0,Transit,2016.0
Kepler-1664 b,Kepler-1664,,3.03320653,14.3868,,5735.81,Transit,2020.0
Kepler-1172 b,Kepler-1172,,3.2,26.0204423,,5558.0,Transit,2016.0
Kepler-251 c,Kepler-251,,2.77,16.514043,,5526.0,Transit,2014.0
Kepler-1186 b,Kepler-1186,,2.23,16.07677615,,5635.0,Transit,2016.0
Kepler-1979 b,Kepler-1979,,29.33,18.5084526,683.0,5942.0,Transit,2023.0
G 261-6 b,G 261-6,,,5.4536,322.3,,Radial Velocity,2025.0
Kepler-83 d,Kepler-83,,1.94,5.169796,,4648.0,Transit,2014.0
Kepler-801 b,Kepler-801,,2.0,11.41928253,,4435.0,Transit,2016.0
Kepler-868 b,Kepler-868,,2.05,5.03251791,,5614.0,Transit,2016.0
HD 23596 b,HD 23596,3786.607641,,1535.11912,,,Radial Velocity,2003.0
HD 99706 c,HD 99706,,,1278.0,,,Radial Velocity,2018.0
PSR B0329+54 b,PSR B0329+54,,,10140.0,,,Pulsar Timing,2017.0
HD 221585 b,HD 221585,,,1173.0,,5620.0,Radial Velocity,2016.0
EPIC 201497682 b,EPIC 201497682,,0.692,2.13174,,,Transit,2019.0
Kepler-1509 b,Kepler-1509,,1.85,25.4338197,,5780.0,Transit,2016.0
Kepler-758 b,Kepler-758,,2.48,12.1097104,,6228.0,Transit,2016.0
WASP-157 b,WASP-157,,11.19,3.951623,1193.0,5772.0,Transit,2016.0
Kepler-80 b,Kepler-80,6.93,2.67,7.05246,,4540.0,Transit,2012.0
Kepler-1059 b,Kepler-1059,,1.73,3.764191048,,4906.0,Transit,2016.0
Kepler-1504 b,Kepler-1504,,2.13,82.304003,,5393.0,Transit,2016.0
Kepler-1335 b,Kepler-1335,,1.45,6.26406846,,4903.0,Transit,2016.0
Kepler-355 c,Kepler-355,,2.71,25.762294,,6184.0,Transit,2014.0
Kepler-1426 b,Kepler-1426,,1.56,14.2563227,,5831.0,Transit,2016.0
KOI-351 b,KOI-351,,1.31,7.008151,,6080.0,Transit,2013.0
HD 148156 b,HD 148156,,,1027.0,,6308.0,Radial Velocity,2009.0
HD 151450 c,HD 151450,1636.18063924,,18144.76236,,,Radial Velocity,2022.0
Kepler-286 d,Kepler-286,,1.33,5.914323,,5580.0,Transit,2014.0
Kepler-54 b,Kepler-54,,2.1,8.0109434,,3705.0,Transit,2012.0
Kepler-909 b,Kepler-909,,1.47,13.93290318,,6154.0,Transit,2016.0
Kepler-1432 b,Kepler-1432,,2.22,23.9109011,,6031.0,Transit,2016.0
Kepler-497 b,Kepler-497,,6.04,3.573203671,,5834.0,Transit,2016.0
Kepler-127 b,Kepler-127,,1.4,14.435889,,6106.0,Transit,2014.0
Kepler-27 c,Kepler-27,4385.87,4.9,31.3309,,5400.0,Transit,2011.0
Kepler-1436 b,Kepler-1436,,1.31,9.705716,,5972.0,Transit,2016.0
Kepler-33 b,Kepler-33,,1.74,5.66793,,5904.0,Transit,2011.0
K2-342 b,K2-342,,2.03,11.561052,861.0,5920.0,Transit,2021.0
Kepler-836 b,Kepler-836,,2.73,11.36112327,,5895.0,Transit,2016.0
Kepler-1200 b,Kepler-1200,,1.06,1.118549717,,4612.0,Transit,2016.0
Kepler-521 b,Kepler-521,,3.18,22.20813214,,6406.0,Transit,2016.0
Kepler-370 c,Kepler-370,,1.91,19.02293,,5852.0,Transit,2014.0
Kepler-1090 b,Kepler-1090,,2.25,198.680179,,5321.0,Transit,2016.0
HIP 5158 c,HIP 5158,,,9017.76,,4813.0,Radial Velocity,2011.0
K2-384 b,K2-384,,1.076,2.231527,,3623.0,Transit,2022.0
Kepler-403 c,Kepler-403,,1.75,54.280749,,6090.0,Transit,2014.0
Kepler-133 b,Kepler-133,,1.76,8.129976,,5736.0,Transit,2014.0
24 Sex c,24 Sex,,,883.0,,5098.0,Radial Velocity,2010.0
Kepler-305 c,Kepler-305,6.0,3.3,8.291,,,Transit,2013.0
Kepler-195 c,Kepler-195,,1.55,34.096863,,5329.0,Transit,2014.0
Kepler-1551 b,Kepler-1551,,2.66,24.4973698,,6136.0,Transit,2016.0
Kepler-52 b,Kepler-52,135.0,2.1,7.8773565,,4075.0,Transit,2012.0
K2-14 b,K2-14,,4.81,8.36802,488.0,3789.0,Transit,2015.0
Kepler-496 b,Kepler-496,,2.32,8.30864937,,5293.0,Transit,2016.0
Kepler-46 c,Kepler-46,119.499,,57.011,455.0,5155.0,Transit Timing Variations,2012.0
Kepler-1488 c,Kepler-1488,,1.65156749,6.158269882,,5710.0,Transit,2021.0
Teegarden's Star b,Teegarden's Star,,,4.90634,277.0,3034.0,Radial Velocity,2019.0
Kepler-1461 b,Kepler-1461,,2.03,29.3494775,,4919.0,Transit,2016.0
Kepler-26 e,Kepler-26,,2.41,46.827915,,4486.0,Transit,2014.0
GJ 674 b,GJ 674,,,4.6938,,3600.0,Radial Velocity,2007.0
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,150.0,,,,,Microlensing,2016.0
Kepler-1917 b,Kepler-1917,,1.88971288,12.90240002,,5530.0,Transit,2021.0
Kepler-339 c,Kepler-339,,1.15,6.988055,,5631.0,Transit,2014.0
K2-157 c,K2-157,,,25.942,587.0,5334.0,Radial Velocity,2025.0
Kepler-1299 b,Kepler-1299,,2.98,19.9400874,,5609.0,Transit,2016.0
Kepler-1943 b,Kepler-1943,,1.54869189,4.850180149,,6032.0,Transit,2021.0
HD 11505 b,HD 11505,2510.52658689,,32669.22247,,,Radial Velocity,2022.0
HD 39855 b,HD 39855,,,3.2498,,5576.0,Radial Velocity,2019.0
Kepler-1319 b,Kepler-1319,,1.34,2.886762645,,3655.0,Transit,2016.0
HD 221287 b,HD 221287,,,456.1,,6304.0,Radial Velocity,2007.0
Kepler-1042 b,Kepler-1042,,2.19,10.13202575,,4815.0,Transit,2016.0
HD 1690 b,HD 1690,,,533.0,,4374.0,Radial Velocity,2010.0
GJ 3021 b,GJ 3021,,,133.71,350.0,5540.0,Radial Velocity,2000.0
Kepler-132 b,Kepler-132,,1.21,6.178196,,6003.0,Transit,2014.0
HD 27442 b,HD 27442,,,428.1,,4846.0,Radial Velocity,2000.0
Kepler-549 c,Kepler-549,,2.93,117.040498,,5360.0,Transit,2016.0
Kepler-276 b,Kepler-276,,2.87,14.12841,,6105.0,Transit,2014.0
Kepler-250 d,Kepler-250,,2.18,17.648312,,5160.0,Transit,2014.0
Kepler-654 b,Kepler-654,,2.07,13.72465129,,5865.0,Transit,2016.0
Kepler-1266 c,Kepler-1266,,1.68023962,4.86631012,,4996.0,Transit,2021.0
Kepler-339 b,Kepler-339,,1.42,4.977656,,5631.0,Transit,2014.0
K2-111 c,K2-111,,,15.6805,,5775.0,Radial Velocity,2020.0
Kepler-408 b,Kepler-408,5.0,0.82,2.46502,,6104.0,Transit,2014.0
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,83.7,,,,,Microlensing,2018.0
Kepler-1115 b,Kepler-1115,,1.7,23.5540725,,8480.0,Transit,2016.0
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,20.1,,,,,Microlensing,2022.0
HD 67087 c,HD 67087,,,2374.0,,6330.0,Radial Velocity,2015.0
GJ 3082 b,GJ 3082,,,11.949,,,Radial Velocity,2020.0
K2-101 b,K2-101,,2.0,14.6762429,618.0,4927.0,Transit,2016.0
CoRoT-26 b,CoRoT-26,165.26,14.12,4.20474,1600.0,5590.0,Transit,2013.0
K2-224 c,K2-224,,2.41,10.09489,764.0,5620.0,Transit,2018.0
Kepler-28 b,Kepler-28,1.63,1.959,5.91,,4499.3,Transit,2011.0
K2-35 c,K2-35,,1.93,5.608352,,4402.71,Transit,2016.0
Kepler-59 b,Kepler-59,,1.1,11.8681707,,6074.0,Transit,2012.0
Kepler-1377 b,Kepler-1377,,1.25,0.740928422,,5218.0,Transit,2016.0
GJ 581 b,GJ 581,20.5,,5.3686,,3500.0,Radial Velocity,2005.0
HD 17092 b,HD 17092,,,359.89999,,4326.0,Radial Velocity,2007.0
Kepler-1132 b,Kepler-1132,,2.35,62.8916228,,5298.0,Transit,2016.0
Kepler-390 b,Kepler-390,,0.82,6.738088,,5166.0,Transit,2014.0
Kepler-1029 b,Kepler-1029,,1.26,4.417696479,,5030.0,Transit,2016.0
Kepler-434 b,Kepler-434,908.96,12.67,12.8747099,1000.0,5977.0,Transit,2015.0
Kepler-713 b,Kepler-713,,2.48,7.411141,,5785.0,Transit,2016.0
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,38.19,,,,,Microlensing,2023.0
HD 191806 b,HD 191806,2966.61035094,,1603.38923,,,Radial Velocity,2016.0
Kepler-721 b,Kepler-721,,2.64,5.392025388,,5075.0,Transit,2016.0
Kepler-1634 b,Kepler-1634,,3.19,374.876239,,5474.0,Transit,2016.0
Kepler-111 c,Kepler-111,222.4798849,7.0840758,224.77833,352.2,5914.0,Transit,2014.0
HD 2638 b,HD 2638,,,3.4442,,5186.0,Radial Velocity,2005.0
Kepler-1253 b,Kepler-1253,,1.33,68.8861915,,5850.0,Transit,2016.0
Kepler-237 b,Kepler-237,,1.41,4.715106,,4861.0,Transit,2014.0
GJ 180 b,GJ 180,,,17.133,,,Radial Velocity,2014.0
BD+20 274 b,BD+20 274,,,578.2,,4296.0,Radial Velocity,2012.0
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,664.26137063,,,,,Microlensing,2021.0
Kepler-310 b,Kepler-310,,1.19,13.930698,,5797.0,Transit,2014.0
Kepler-1680 b,Kepler-1680,,1.35954736,8.77424,,5021.0,Transit,2020.0
Kepler-1090 c,Kepler-1090,,3.29265785,42.42720032,,5330.0,Transit,2021.0
Kepler-270 b,Kepler-270,,2.01,11.476094,,6067.0,Transit,2014.0
Kepler-1593 b,Kepler-1593,,3.17,174.509835,,4995.0,Transit,2016.0
Kepler-257 b,Kepler-257,,2.61,2.382667,,5180.0,Transit,2014.0
Kepler-1729 b,Kepler-1729,,3.89404186,4.220970154,,3837.0,Transit,2021.0
Kepler-138 e,Kepler-138,0.43,,38.23,292.0,3841.0,Transit Timing Variations,2022.0
HD 142 b,HD 142,,,351.43394,,,Radial Velocity,2001.0
K2-147 b,K2-147,,1.47286006,0.961939,1077.0,3690.0,Transit,2018.0
Kepler-474 b,Kepler-474,,3.06,5.660672935,,5785.0,Transit,2016.0
Kepler-728 b,Kepler-728,,3.34,5.743477265,,5660.0,Transit,2016.0
HD 143361 b,HD 143361,,,1039.15,,5507.0,Radial Velocity,2008.0
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,14.62010672,,,,,Microlensing,2022.0
GJ 9689 b,GJ 9689,,,18.27,453.04,3836.0,Radial Velocity,2020.0
Kepler-124 d,Kepler-124,,1.11,30.950851,,4984.0,Transit,2014.0
Kepler-150 f,Kepler-150,,3.64,637.2093,,5528.0,Transit,2017.0
Kepler-1541 b,Kepler-1541,,1.16,8.40691199,,5282.0,Transit,2016.0
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,82.63538582,,,,,Microlensing,2022.0
YZ Cet d,YZ Cet,,,4.65626,356.7,3151.0,Radial Velocity,2017.0
HD 175607 b,HD 175607,,,29.01,,5392.0,Radial Velocity,2015.0
HD 179079 b,HD 179079,,,14.479,,5646.0,Radial Velocity,2008.0
HD 215152 b,HD 215152,,,5.75999,,4935.0,Radial Velocity,2018.0
TAP 26 b,TAP 26,,,10.79,,4620.0,Radial Velocity,2017.0
OGLE-TR-56 b,OGLE-TR-56,441.77,15.278,1.2119189,2212.0,6050.0,Transit,2002.0
Kepler-734 b,Kepler-734,,3.56,6.104852856,,5326.0,Transit,2016.0
HD 40307 c,HD 40307,,,9.6184,,4956.0,Radial Velocity,2009.0
HD 7924 d,HD 7924,,,24.451,499.0,5075.0,Radial Velocity,2015.0
HD 10180 f,HD 10180,,,122.744,,5911.0,Radial Velocity,2010.0
BD-08 2823 b,BD-08 2823,,,5.6,,4816.0,Radial Velocity,2009.0
HD 87883 b,HD 87883,2005.49724817,,3006.0,,,Radial Velocity,2009.0
NGTS-15 b,NGTS-15,238.68913366,12.32987877,3.27623,1146.0,5600.0,Transit,2021.0
HD 204313 b,HD 204313,1466.7780983,,2041.11539,,,Radial Velocity,2010.0
